class,filename,original_url,flickr_page,exclude,x,y,w,h,orig_file_width,orig_file_height
meadow_brown_butterfly,A14.jpg,https://farm2.staticflickr.com/1909/31008537168_3a4fd47e42_c.jpg,https://flic.kr/p/Pf7RMb,0,200,159,291,307,800,800
meadow_brown_butterfly,A15.jpg,https://farm2.staticflickr.com/1943/44881422021_d40b2b1c39_c.jpg,https://flic.kr/p/2bo2284,0,259,196,387,291,800,800
meadow_brown_butterfly,A16.jpg,https://farm2.staticflickr.com/1900/43398961695_36709ee78a_c.jpg,https://flic.kr/p/29822jg,0,82,211,274,236,800,568
meadow_brown_butterfly,A17.jpg,https://farm2.staticflickr.com/1779/43087077295_7ce3d6f63d_c.jpg,https://flic.kr/p/28DswX2,0,59,100,483,411,600,800
meadow_brown_butterfly,A18.jpg,https://farm1.staticflickr.com/857/30039935828_04fbf870f1_c.jpg,https://flic.kr/p/MLwwm5,0,176,209,232,176,800,572
meadow_brown_butterfly,A19.jpg,https://farm1.staticflickr.com/935/43739142802_c144615cf6_c.jpg,https://flic.kr/p/29D5xiL,0,276,35,448,556,800,595
meadow_brown_butterfly,A20.jpg,https://farm1.staticflickr.com/938/43639289502_d7f0c1ae8d_c.jpg,https://flic.kr/p/29ufLp9,0,310,205,181,214,800,623
meadow_brown_butterfly,A21.jpg,https://farm1.staticflickr.com/939/43639278892_80e18d7ef4_c.jpg,https://flic.kr/p/29ufHfd,0,314,119,226,184,800,590
meadow_brown_butterfly,A22.jpg,https://farm2.staticflickr.com/1808/28655324137_9ee7387381_c.jpg,https://flic.kr/p/KEb2wH,0,99,122,379,432,800,800
meadow_brown_butterfly,A23.jpg,https://farm1.staticflickr.com/937/43477689882_eb2eb2c816_c.jpg,https://flic.kr/p/29eYwsN,0,336,79,274,198,800,468
meadow_brown_butterfly,A24.jpg,https://farm1.staticflickr.com/841/28626583307_08f9f21285_c.jpg,https://flic.kr/p/KBCHTa,0,382,201,136,140,800,600
meadow_brown_butterfly,A25.jpg,https://farm1.staticflickr.com/928/28626580667_df9be1e343_c.jpg,https://flic.kr/p/KBCH6D,0,364,115,186,300,800,600
meadow_brown_butterfly,A26.jpg,https://farm2.staticflickr.com/1785/28602801127_7e6c3d531d_c.jpg,https://flic.kr/p/KzwQgz,0,200,141,278,262,800,534
meadow_brown_butterfly,A27.jpg,https://farm2.staticflickr.com/1810/43383897962_fd6030c0bf_c.jpg,https://flic.kr/p/296FPoJ,0,118,51,446,404,800,600
meadow_brown_butterfly,A28.jpg,https://farm1.staticflickr.com/842/28452153547_2cacbd48bf_c.jpg,https://flic.kr/p/KmdHZv,0,235,144,373,264,800,601
meadow_brown_butterfly,A29.jpg,https://farm2.staticflickr.com/1829/42345218895_41aa33138b_c.jpg,https://flic.kr/p/27vUjhX,0,192,17,350,282,800,534
meadow_brown_butterfly,A30.jpg,https://farm2.staticflickr.com/1767/29311226758_9ed1bb75e1_c.jpg,https://flic.kr/p/LE8GwA,0,60,59,482,422,800,534
meadow_brown_butterfly,A31.jpg,https://farm1.staticflickr.com/835/42202857445_ebd7363cc9_c.jpg,https://flic.kr/p/27ijFcc,0,244,19,340,404,800,533
meadow_brown_butterfly,A32.jpg,https://farm1.staticflickr.com/917/41296213710_96846e1071_c.jpg,https://flic.kr/p/25VcTAE,0,254,105,308,364,800,533
meadow_brown_butterfly,A33.jpg,https://farm2.staticflickr.com/1823/42102201485_23482518ac_c.jpg,https://flic.kr/p/279qMFB,0,306,143,262,226,800,600
meadow_brown_butterfly,A34.jpg,https://farm2.staticflickr.com/1763/42886043102_ff688f3072_c.jpg,https://flic.kr/p/28kGbuf,0,308,101,292,210,800,450
meadow_brown_butterfly,A35.jpg,https://farm5.staticflickr.com/4662/25077632247_d4dbd6d7db_c.jpg,https://flic.kr/p/Ed2qnM,0,352,283,122,90,800,600
meadow_brown_butterfly,A36.jpg,https://farm5.staticflickr.com/4515/26486167239_9f6283d662_c.jpg,https://flic.kr/p/GmuwKR,0,224,59,328,384,800,533
meadow_brown_butterfly,A37.jpg,https://farm5.staticflickr.com/4359/37245241106_55b27de972_c.jpg,https://flic.kr/p/YKeAzq,0,252,0,474,456,800,510
meadow_brown_butterfly,A38.jpg,https://farm5.staticflickr.com/4387/37097807186_daba387f2b_c.jpg,https://flic.kr/p/YwcXBh,0,153,60,331,389,800,602
meadow_brown_butterfly,A39.jpg,https://farm5.staticflickr.com/4358/36738666290_2f2c2af041_c.jpg,https://flic.kr/p/XYtgwS,0,138,29,602,496,800,534
meadow_brown_butterfly,A40.jpg,https://farm5.staticflickr.com/4388/37136400445_b7d7458904_c.jpg,https://flic.kr/p/YzBL3i,0,174,19,354,508,800,534
meadow_brown_butterfly,A41.jpg,https://farm5.staticflickr.com/4414/36609134260_6b5a64cb22_c.jpg,https://flic.kr/p/XM2ob1,1,0,0,0,0,800,538
meadow_brown_butterfly,A42.jpg,https://farm5.staticflickr.com/4346/36732251196_008b64f011_c.jpg,https://flic.kr/p/XXUoxN,1,0,0,0,0,800,600
meadow_brown_butterfly,A43.jpg,https://farm5.staticflickr.com/4346/36720421685_c717ee0842_c.jpg,https://flic.kr/p/XWRL3H,1,0,0,0,0,800,384
meadow_brown_butterfly,A44.jpg,https://farm5.staticflickr.com/4395/36572507531_f0b02b16c3_c.jpg,https://flic.kr/p/XHMEjF,0,370,209,146,106,800,600
meadow_brown_butterfly,A45.jpg,https://farm5.staticflickr.com/4362/36572503881_0782a13ab0_c.jpg,https://flic.kr/p/XHMDeK,0,346,207,122,130,800,600
meadow_brown_butterfly,A46.jpg,https://farm5.staticflickr.com/4321/36239216485_d62a6f2a0c_c.jpg,https://flic.kr/p/Xdksvk,0,166,35,440,376,800,533
meadow_brown_butterfly,A47.jpg,https://farm5.staticflickr.com/4299/35811970310_d42ae67fe8_c.jpg,https://flic.kr/p/WyzH6Y,0,272,89,206,246,800,450
meadow_brown_butterfly,A48.jpg,https://farm5.staticflickr.com/4291/36195629025_dae78a5f46_c.jpg,https://flic.kr/p/X9u4tp,0,398,201,264,208,800,534
meadow_brown_butterfly,A49.jpg,https://farm5.staticflickr.com/4294/35146936924_0265a836a8_c.jpg,https://flic.kr/p/VxPeR7,0,240,29,318,468,800,534
meadow_brown_butterfly,A50.jpg,https://farm5.staticflickr.com/4324/35145359074_00a1dafd34_c.jpg,https://flic.kr/p/VxF9NN,1,0,0,0,0,800,589
meadow_brown_butterfly,A51.jpg,https://farm5.staticflickr.com/4105/35326661570_e89d961f2a_c.jpg,https://flic.kr/p/VPGnHU,0,259,194,246,208,800,601
meadow_brown_butterfly,A52.jpg,https://farm5.staticflickr.com/4124/35246502650_6c0174802f_c.jpg,https://flic.kr/p/VGBxgy,0,192,247,391,207,800,699
meadow_brown_butterfly,A53.jpg,https://farm5.staticflickr.com/4240/34763646913_b7a17bccc9_c.jpg,https://flic.kr/p/UXWM5D,0,144,67,304,332,800,534
meadow_brown_butterfly,A54.jpg,https://farm5.staticflickr.com/4202/34150984684_140145e78e_c.jpg,https://flic.kr/p/U2NHWL,1,0,0,0,0,800,555
meadow_brown_butterfly,A55.jpg,https://farm1.staticflickr.com/660/32535151853_a4df732f72_c.jpg,https://flic.kr/p/Rz2a92,1,0,0,0,0,800,517
meadow_brown_butterfly,A56.jpg,https://farm1.staticflickr.com/666/33349048215_2334308be8_c.jpg,https://flic.kr/p/SNWAaV,0,202,83,404,368,800,600
meadow_brown_butterfly,A57.jpg,https://farm6.staticflickr.com/5665/30490282363_e316e5eea4_c.jpg,https://flic.kr/p/NsjEFv,0,134,169,544,320,800,505
meadow_brown_butterfly,A58.jpg,https://farm6.staticflickr.com/5750/31153999652_5ffd9611f6_c.jpg,https://flic.kr/p/PsYoH3,0,264,137,292,302,800,514
meadow_brown_butterfly,A59.jpg,https://farm9.staticflickr.com/8757/28759700842_775646b5ac_c.jpg,https://flic.kr/p/KPoZ65,0,150,234,269,291,499,800
meadow_brown_butterfly,A60.jpg,https://farm9.staticflickr.com/8300/27788884234_112659774c_c.jpg,https://flic.kr/p/JkBi8G,0,170,97,370,356,800,530
meadow_brown_butterfly,A61.jpg,https://farm5.staticflickr.com/4305/35060445014_32d54ac682_c.jpg,https://flic.kr/p/VqaWPh,0,256,155,372,280,800,534
meadow_brown_butterfly,A62.jpg,https://farm5.staticflickr.com/4328/35088577163_1a4b8b73c8_c.jpg,https://flic.kr/p/VsE8wk,0,232,133,320,248,800,534
meadow_brown_butterfly,A63.jpg,https://farm5.staticflickr.com/4290/35857124196_c6398e6c99_c.jpg,https://flic.kr/p/WCz8Mf,0,292,123,246,252,800,533
meadow_brown_butterfly,A64.jpg,https://farm5.staticflickr.com/4299/35494423880_508500b9b8_c.jpg,https://flic.kr/p/W5wcBw,0,54,151,352,288,600,800
meadow_brown_butterfly,A65.jpg,https://farm5.staticflickr.com/4206/35690765571_581053ca72_c.jpg,https://flic.kr/p/WnSva6,0,136,148,504,467,800,800
meadow_brown_butterfly,A66.jpg,https://farm5.staticflickr.com/4151/35289511960_70fb417631_c.jpg,https://flic.kr/p/VLpYro,1,0,0,0,0,800,534
meadow_brown_butterfly,A67.jpg,https://farm5.staticflickr.com/4071/35288308000_5b1dbc588b_c.jpg,https://flic.kr/p/VLiNxs,1,0,0,0,0,800,501
meadow_brown_butterfly,A68.jpg,https://farm5.staticflickr.com/4051/35633186905_c1062228d0_c.jpg,https://flic.kr/p/WhMp2t,0,133,184,527,320,800,712
meadow_brown_butterfly,A69.jpg,https://farm5.staticflickr.com/4211/34763665623_176da56366_c.jpg,https://flic.kr/p/UXWSDe,0,212,57,260,346,800,534
meadow_brown_butterfly,A70.jpg,https://farm5.staticflickr.com/4217/34763660513_438e356e60_c.jpg,https://flic.kr/p/UXWR88,1,0,0,0,0,800,534
meadow_brown_butterfly,A71.jpg,https://farm5.staticflickr.com/4258/34763644953_2d5a5e5611_c.jpg,https://flic.kr/p/UXWLuR,0,344,219,96,72,800,534
meadow_brown_butterfly,A72.jpg,https://farm5.staticflickr.com/4223/34952920500_b2b1fbcb8a_c.jpg,https://flic.kr/p/VfERwm,0,422,129,238,182,800,534
meadow_brown_butterfly,A73.jpg,https://farm3.staticflickr.com/2862/33439859994_ed22fb6d6a_c.jpg,https://flic.kr/p/SWY2mf,0,43,170,584,517,656,800
meadow_brown_butterfly,A74.jpg,https://farm1.staticflickr.com/313/32173171926_cd7cc73c15_c.jpg,https://flic.kr/p/R22V7N,0,190,71,526,432,800,577
meadow_brown_butterfly,A75.jpg,https://farm1.staticflickr.com/463/32161187285_c5347008ca_c.jpg,https://flic.kr/p/QZYuv4,0,152,89,470,352,800,534
meadow_brown_butterfly,A78.jpg,https://farm6.staticflickr.com/5656/31066791890_0a3479facd_c.jpg,https://flic.kr/p/PkgqSW,0,226,132,389,570,800,753
meadow_brown_butterfly,A79.jpg,https://farm6.staticflickr.com/5635/30723640506_4159b82882_c.jpg,https://flic.kr/p/NNWFVL,0,224,172,376,339,800,800
meadow_brown_butterfly,A80.jpg,https://farm6.staticflickr.com/5324/30515142791_45fee79c14_c.jpg,https://flic.kr/p/Nuw5Pz,0,270,51,270,272,800,533
meadow_brown_butterfly,A81.jpg,https://farm6.staticflickr.com/5812/30515667865_93a010bcc5_c.jpg,https://flic.kr/p/NuyLUz,0,222,290,429,283,800,800
meadow_brown_butterfly,A82.jpg,https://farm9.staticflickr.com/8280/29749889084_e5220af27f_c.jpg,https://flic.kr/p/MjTXy9,0,56,167,565,517,656,800
meadow_brown_butterfly,A83.jpg,https://farm9.staticflickr.com/8366/29343856253_6387bae7e8_c.jpg,https://flic.kr/p/LH1W96,0,172,129,444,264,800,530
meadow_brown_butterfly,A84.jpg,https://farm9.staticflickr.com/8479/29182715884_3217382957_c.jpg,https://flic.kr/p/LsM3HS,0,226,75,470,414,800,572
meadow_brown_butterfly,A85.jpg,https://farm9.staticflickr.com/8123/28987998810_ef9a561b84_c.jpg,https://flic.kr/p/Laz57W,0,132,109,346,406,800,534
meadow_brown_butterfly,A86.jpg,https://farm9.staticflickr.com/8131/28541828703_5146ba2d29_c.jpg,https://flic.kr/p/Ku9khT,0,223,118,331,335,800,602
meadow_brown_butterfly,A87.jpg,https://farm9.staticflickr.com/8146/28601903980_fcc4ceff26_c.jpg,https://flic.kr/p/Kzsezw,0,230,111,324,252,800,523
meadow_brown_butterfly,A88.jpg,https://farm9.staticflickr.com/8718/28785883086_e5dc0c0cc4_c.jpg,https://flic.kr/p/KRHba5,0,118,290,333,237,534,800
meadow_brown_butterfly,A89.jpg,https://farm9.staticflickr.com/8613/28785878966_f4b36cf698_c.jpg,https://flic.kr/p/KRH9W3,0,208,91,320,250,800,501
meadow_brown_butterfly,A90.jpg,https://farm9.staticflickr.com/8652/28785878426_856feffb74_c.jpg,https://flic.kr/p/KRH9LJ,0,240,21,318,368,800,498
meadow_brown_butterfly,A91.jpg,https://farm9.staticflickr.com/8323/28741015981_d1c6b08748_c.jpg,https://flic.kr/p/KMKdJi,0,230,335,155,176,501,800
meadow_brown_butterfly,A92.jpg,https://farm9.staticflickr.com/8154/28641788632_015a7a9b37_c.jpg,https://flic.kr/p/KCYDTW,0,208,46,546,346,800,611
meadow_brown_butterfly,A93.jpg,https://farm8.staticflickr.com/7686/28451071440_35bc0c42b4_c.jpg,https://flic.kr/p/Km8bju,0,394,59,284,218,800,534
meadow_brown_butterfly,A94.jpg,https://farm9.staticflickr.com/8726/28432966540_e50ec75d91_c.jpg,https://flic.kr/p/Kjwon3,0,330,215,178,132,800,534
meadow_brown_butterfly,A95.jpg,https://farm9.staticflickr.com/8796/27880169244_6e8f5a003d_c.jpg,https://flic.kr/p/JtF9Zb,0,256,166,201,205,800,684
meadow_brown_butterfly,A96.jpg,https://farm9.staticflickr.com/8506/28397106116_b084d4529e_c.jpg,https://flic.kr/p/KgmAiS,0,310,71,370,324,800,600
meadow_brown_butterfly,A97.jpg,https://farm9.staticflickr.com/8806/27654719643_85eeb3e735_c.jpg,https://flic.kr/p/J8KEF6,0,304,11,300,388,800,507
meadow_brown_butterfly,A98.jpg,https://farm8.staticflickr.com/7312/28053370492_78ef8730fa_c.jpg,https://flic.kr/p/JJYRFA,0,2,103,570,404,800,600
meadow_brown_butterfly,A99.jpg,https://farm8.staticflickr.com/7361/28156934145_bb089a12e2_c.jpg,https://flic.kr/p/JU8DxP,0,192,157,386,264,800,488
meadow_brown_butterfly,A100.jpg,https://farm8.staticflickr.com/7315/28056377891_ec1a040c52_c.jpg,https://flic.kr/p/JKfgFi,0,28,45,618,540,800,600
meadow_brown_butterfly,A101.jpg,https://farm8.staticflickr.com/7112/27604275950_a3b4d64179_c.jpg,https://flic.kr/p/J4i8wf,0,286,41,308,272,800,450
meadow_brown_butterfly,A102.jpg,https://farm1.staticflickr.com/735/23759992991_1d57613a51_c.jpg,https://flic.kr/p/CcAb8z,0,574,561,901,481,2048,1536
meadow_brown_butterfly,A103.jpg,https://farm1.staticflickr.com/534/19909817615_daf43cdc08_c.jpg,https://flic.kr/p/wkn28v,0,326,217,86,94,800,540
meadow_brown_butterfly,A104.jpg,https://farm1.staticflickr.com/328/19287134854_5a1e809e34_c.jpg,https://flic.kr/p/vokBeQ,1,0,0,0,0,800,526
meadow_brown_butterfly,A105.jpg,https://farm1.staticflickr.com/340/19288823343_baf49d9e8f_c.jpg,https://flic.kr/p/vougaH,1,0,0,0,0,800,533
meadow_brown_butterfly,A106.jpg,https://farm1.staticflickr.com/286/19288822463_f8561016b8_c.jpg,https://flic.kr/p/voufUx,1,0,0,0,0,800,685
meadow_brown_butterfly,A107.jpg,https://farm1.staticflickr.com/535/19723080109_616b9fcbbe_c.jpg,https://flic.kr/p/w3RWzk,1,0,0,0,0,800,534
meadow_brown_butterfly,A108.jpg,https://farm1.staticflickr.com/303/19288807433_27596c4c03_c.jpg,https://flic.kr/p/voubrp,1,0,0,0,0,800,535
meadow_brown_butterfly,A109.jpg,https://farm8.staticflickr.com/7283/28030444561_e1dc5c0677_c.jpg,https://flic.kr/p/JGXmAV,0,150,44,424,549,800,800
meadow_brown_butterfly,A110.jpg,https://farm8.staticflickr.com/7453/27997658192_d280381f97_c.jpg,https://flic.kr/p/JE4jmG,0,332,325,368,186,800,600
meadow_brown_butterfly,A111.jpg,https://farm8.staticflickr.com/7235/28066045006_aaf17d7e9d_c.jpg,https://flic.kr/p/JL6PnG,0,136,420,291,163,600,800
meadow_brown_butterfly,A112.jpg,https://farm8.staticflickr.com/7271/27959591905_7cdee7c2e3_c.jpg,https://flic.kr/p/JAGdzp,0,122,68,660,459,800,688
meadow_brown_butterfly,A113.jpg,https://farm8.staticflickr.com/7439/27959586615_c4726994d5_c.jpg,https://flic.kr/p/JAGc1c,0,265,43,419,428,800,652
meadow_brown_butterfly,A114.jpg,https://farm8.staticflickr.com/7383/27805738851_d9f1f1996d_c.jpg,https://flic.kr/p/Jn6Fqx,0,108,19,588,496,800,517
meadow_brown_butterfly,A115.jpg,https://farm8.staticflickr.com/7413/27633178622_8cf4214205_c.jpg,https://flic.kr/p/J6Rghb,0,244,54,521,596,800,710
meadow_brown_butterfly,A116.jpg,https://farm2.staticflickr.com/1660/26331309205_7c5600c64f_c.jpg,https://flic.kr/p/G7NQRK,0,136,85,512,359,800,615
meadow_brown_butterfly,A118.jpg,https://farm2.staticflickr.com/1572/24673502939_0293a22e9b_c.jpg,https://flic.kr/p/DAj9P6,0,174,111,476,348,800,534
meadow_brown_butterfly,A119.jpg,https://farm2.staticflickr.com/1645/24322776369_d337c527b3_c.jpg,https://flic.kr/p/D4jA2g,0,78,138,541,544,798,800
meadow_brown_butterfly,A120.jpg,https://farm1.staticflickr.com/585/22863612376_803c28bf80_c.jpg,https://flic.kr/p/AQnZpo,0,206,31,396,449,800,638
meadow_brown_butterfly,A121.jpg,https://farm6.staticflickr.com/5784/21686889714_415050ee01_c.jpg,https://flic.kr/p/z3oYKC,0,147,99,561,453,800,663
meadow_brown_butterfly,A122.jpg,https://farm1.staticflickr.com/778/21630517244_30872a9987_c.jpg,https://flic.kr/p/yXq4bu,0,213,151,477,395,800,702
meadow_brown_butterfly,A123.jpg,https://farm6.staticflickr.com/5746/21493014375_83a032b306_c.jpg,https://flic.kr/p/yKgjnn,0,368,197,232,190,800,544
meadow_brown_butterfly,A124.jpg,https://farm1.staticflickr.com/767/21218539311_5fb520229b_c.jpg,https://flic.kr/p/yk1yuF,0,218,123,490,358,800,571
meadow_brown_butterfly,A125.jpg,https://farm1.staticflickr.com/673/20978382960_12f8e26f0b_c.jpg,https://flic.kr/p/xXMGnW,0,554,275,788,758,2048,1365
meadow_brown_butterfly,A127.jpg,https://farm1.staticflickr.com/664/20716714741_bb475c7444_c.jpg,https://flic.kr/p/xyEzwV,0,123,153,571,333,800,616
meadow_brown_butterfly,A128.jpg,https://farm6.staticflickr.com/5731/19956381414_e734cdd65d_c.jpg,https://flic.kr/p/wptEVC,0,88,98,629,568,800,800
meadow_brown_butterfly,A129.jpg,https://farm6.staticflickr.com/5714/20390947708_a6ea450747_c.jpg,https://flic.kr/p/x4SWkW,0,80,129,562,366,800,599
meadow_brown_butterfly,A130.jpg,https://farm1.staticflickr.com/349/20309363519_9498555a7b_c.jpg,https://flic.kr/p/wWENcZ,0,401,338,674,627,2048,2002
meadow_brown_butterfly,A131.jpg,https://farm1.staticflickr.com/495/20218760770_9c1ff84b49_c.jpg,https://flic.kr/p/wNEraC,0,46,55,728,368,800,478
meadow_brown_butterfly,A132.jpg,https://farm1.staticflickr.com/463/20215343929_1bc8b1e326_c.jpg,https://flic.kr/p/wNmVsz,0,210,205,318,216,800,500
meadow_brown_butterfly,A133.jpg,https://farm1.staticflickr.com/535/20211604449_3ced7d8130_c.jpg,https://flic.kr/p/wN2KQM,0,764,541,471,415,2048,1367
meadow_brown_butterfly,A134.jpg,https://farm1.staticflickr.com/456/20015619820_bcae0f8eae_c.jpg,https://flic.kr/p/wuHhrs,0,158,68,408,411,800,800
meadow_brown_butterfly,A135.jpg,https://farm1.staticflickr.com/559/19979263525_e1d7863e02_c.jpg,https://flic.kr/p/wruWYM,0,0,0,0,0,800,800
meadow_brown_butterfly,A136.jpg,https://farm1.staticflickr.com/528/19938690142_a67f4a776d_c.jpg,https://flic.kr/p/wnUZVG,0,0,0,0,0,2048,1356
meadow_brown_butterfly,A137.jpg,https://farm1.staticflickr.com/549/19919885776_c4d18b11cb_c.jpg,https://flic.kr/p/wmfC3u,0,0,0,0,0,800,648
meadow_brown_butterfly,A138.jpg,https://farm1.staticflickr.com/407/19735053508_f2a0e1fd7b_c.jpg,https://flic.kr/p/w4ViRf,0,0,0,0,0,2048,1536
meadow_brown_butterfly,A139.jpg,https://farm1.staticflickr.com/314/19928160841_230df5ce3e_c.jpg,https://flic.kr/p/wmZ2W2,0,0,0,0,0,2048,1536
meadow_brown_butterfly,A140.jpg,https://farm1.staticflickr.com/560/19288874243_3a126f3351_c.jpg,https://flic.kr/p/vouwii,0,0,0,0,0,800,540
meadow_brown_butterfly,A141.jpg,https://farm1.staticflickr.com/437/19883589936_e079056899_c.jpg,https://flic.kr/p/wi3Ay9,0,0,0,0,0,800,548
meadow_brown_butterfly,A142.jpg,https://farm1.staticflickr.com/392/19721783368_15bf7feeac_c.jpg,https://flic.kr/p/w3Ki6J,0,0,0,0,0,800,540
meadow_brown_butterfly,A143.jpg,https://farm1.staticflickr.com/478/19721796190_6171cc645d_c.jpg,https://flic.kr/p/w3KmUN,1,0,0,0,0,800,527
meadow_brown_butterfly,A144.jpg,https://farm1.staticflickr.com/530/19909787985_671f5abaed_c.jpg,https://flic.kr/p/wkmSjD,0,0,0,0,0,800,603
meadow_brown_butterfly,A145.jpg,https://farm1.staticflickr.com/271/19909749765_ac0961b983_c.jpg,https://flic.kr/p/wkmEXF,1,0,0,0,0,800,537
meadow_brown_butterfly,A146.jpg,https://farm4.staticflickr.com/3788/19721714728_eb43768982_c.jpg,https://flic.kr/p/w3JWGh,0,0,0,0,0,800,540
meadow_brown_butterfly,A147.jpg,https://farm1.staticflickr.com/266/19287111634_328f7c3110_c.jpg,https://flic.kr/p/vokuku,0,0,0,0,0,800,532
meadow_brown_butterfly,A148.jpg,https://farm1.staticflickr.com/428/19902207052_ce49cb69e1_c.jpg,https://flic.kr/p/wjG1LU,1,0,0,0,0,800,534
meadow_brown_butterfly,A149.jpg,https://farm1.staticflickr.com/466/19671523310_ba74bc6601_c.jpg,https://flic.kr/p/vYiGx1,0,0,0,0,0,800,640
meadow_brown_butterfly,A150.jpg,https://farm1.staticflickr.com/423/19233257724_e40e524cc7_c.jpg,https://flic.kr/p/viztrN,0,0,0,0,0,800,650
meadow_brown_butterfly,A151.jpg,https://farm1.staticflickr.com/524/18879405274_193f2ca449_c.jpg,https://flic.kr/p/uLiTru,0,0,0,0,0,800,534
meadow_brown_butterfly,A152.jpg,https://farm4.staticflickr.com/3914/14959187088_08a27645a9_c.jpg,https://flic.kr/p/oMTK9L,0,0,0,0,0,800,534
meadow_brown_butterfly,A153.jpg,https://farm6.staticflickr.com/5581/14547153848_9d4de14304_c.jpg,https://flic.kr/p/oatY2o,1,0,0,0,0,800,600
meadow_brown_butterfly,A154.jpg,https://farm4.staticflickr.com/3910/14547206707_5a84702730_c.jpg,https://flic.kr/p/oaueJK,1,0,0,0,0,800,600
meadow_brown_butterfly,A155.jpg,https://farm1.staticflickr.com/421/19585540960_a68648bf41_c.jpg,https://flic.kr/p/vQH1YG,0,0,0,0,0,800,533
meadow_brown_butterfly,A156.jpg,https://farm1.staticflickr.com/552/19778293111_8fd04e3905_c.jpg,https://flic.kr/p/w8JVtD,0,0,0,0,0,800,534
meadow_brown_butterfly,A157.jpg,https://farm1.staticflickr.com/473/19585533578_57884dd9d0_c.jpg,https://flic.kr/p/vQGYMq,0,0,0,0,0,800,534
meadow_brown_butterfly,A158.jpg,https://farm4.staticflickr.com/3752/19778260781_abf06561d1_c.jpg,https://flic.kr/p/w8JKSe,0,0,0,0,0,800,534
meadow_brown_butterfly,A159.jpg,https://farm1.staticflickr.com/512/19646125811_5cc010bd0b_c.jpg,https://flic.kr/p/vW4wK6,0,0,0,0,0,800,738
meadow_brown_butterfly,A160.jpg,https://farm1.staticflickr.com/327/19436132350_6ff6d86b4e_c.jpg,https://flic.kr/p/vBvg1b,0,0,0,0,0,800,547
meadow_brown_butterfly,A161.jpg,https://farm4.staticflickr.com/3826/19494676535_881b3b6060_c.jpg,https://flic.kr/p/vGFj9F,0,0,0,0,0,800,800
meadow_brown_butterfly,A163.jpg,https://farm1.staticflickr.com/450/18778483274_2a48889a66_c.jpg,https://flic.kr/p/uBoCR1,1,0,0,0,0,2048,1536
meadow_brown_butterfly,A164.jpg,https://farm1.staticflickr.com/455/19387607585_a31913420f_c.jpg,https://flic.kr/p/vxdyhi,0,0,0,0,0,800,534
meadow_brown_butterfly,A165.jpg,https://farm1.staticflickr.com/544/19189911608_cbe6002f2f_c.jpg,https://flic.kr/p/veKj9Y,0,0,0,0,0,800,532
meadow_brown_butterfly,A166.jpg,https://farm1.staticflickr.com/519/19261213686_7147ac688a_c.jpg,https://flic.kr/p/vm3KM9,0,0,0,0,0,800,600
meadow_brown_butterfly,A167.jpg,https://farm1.staticflickr.com/364/19073994338_713acb028a_c.jpg,https://flic.kr/p/v4vcZm,0,0,0,0,0,800,616
